Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
A;Egan-Jones Ratings Company;JOHNSON CONTROLS INTERNATIONAL;2013;0.329892138395552;AAA
A-;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2013;0.000097674067019;AAA
A-;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2013;0.000097849439016;AAA
BBB-;Standard & Poor's Ratings Services;Jabil Inc.;2013;0.000055067383462;B
BB-;Moody's Investors Service;Jazz Pharmaceuticals, Inc.;2013;0.000001738803606;BB
BB-;Standard & Poor's Ratings Services;JetBlue Airways Corporation;2013;0.000095860450706;BB
AAA;Standard & Poor's Ratings Services;Johnson & Johnson;2013;0.000028795001756;A
AAA;Moody's Investors Service;Johnson & Johnson;2013;0.000305046136296;A
A-;Standard & Poor's Ratings Services;Johnson (S.C.) & Son Inc.;2013;0.000172367379014;AAA
A-;Standard & Poor's Ratings Services;Johnson (S.C.) & Son Inc.;2013;0.000174669704834;AAA
BBB;Standard & Poor's Ratings Services;Johnson Controls Inc.;2013;0.000265331376510;B
BBB;Standard & Poor's Ratings Services;Juniper Networks Inc.;2013;0.000067982178777;B
A-;Egan-Jones Ratings Company;KENNAMETAL INC.;2013;0.000132666795715;B
A-;Egan-Jones Ratings Company;KENNAMETAL INC.;2013;0.000095687432988;B
A;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2013;0.000041703252456;AAA
A;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2013;0.000042835689555;AAA
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2013;0.000023885674099;B
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2013;0.000017257334822;B
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2013;0.000021296051719;B
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2013;0.000039151948327;B
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2013;0.000035822045556;B
BBB-;Standard & Poor's Ratings Services;Kennametal Inc.;2013;0.000159427986886;B
BBB+;Standard & Poor's Ratings Services;Kimberly-Clark Corp.;2013;0.165826109921527;AAA
BBB-;Standard & Poor's Ratings Services;Kinross Gold Corp.;2013;0.000142893668639;B
BBB+;Standard & Poor's Ratings Services;Kohl's Corp.;2013;0.000122014866759;B
BBB+;Moody's Investors Service;Kohl's Corporation;2013;0.000000351277064;B
BBB+;Fitch Ratings;Kohl's Corporation;2013;0.000000232209414;B
A-;Standard & Poor's Ratings Services;Koninklijke Philips N.V.;2013;0.000150007748389;AAA
B+;Standard & Poor's Ratings Services;Koppers Holdings Inc.;2013;0.000084298761109;BBB
A+;Standard & Poor's Ratings Services;Korea Electric Power Corp.;2013;0.181658378568082;AAA
A+;Standard & Poor's Ratings Services;Korea Electric Power Corp.;2013;0.196195478233669;AAA
AA-;Fitch Ratings;Korea Electric Power Corporation;2013;0.998034802775107;AA
AA-;Fitch Ratings;Korea Electric Power Corporation;2013;0.998446978040085;AA
BB-;Moody's Investors Service;Kronos Incorporated;2013;0.000020759600595;C
B+;Moody's Investors Service;Kronos Incorporated;2013;0.000027812791086;BB
BB-;Fitch Ratings;Kronos Worldwide, Inc.;2013;0.000006609674616;BB
B+;Moody's Investors Service;Kronos Worldwide, Inc.;2013;0.000002671293613;BBB
BBB+;Egan-Jones Ratings Company;LEAR CORPORATION;2013;0.000059779720122;AAA
A-;Egan-Jones Ratings Company;LEAR CORPORATION;2013;0.000043226029430;B
BB+;Moody's Investors Service;LKQ Corporation;2013;0.000001625767472;BB
BBB;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2013;0.000865486896075;B
BBB;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2013;0.000868201806374;B
B+;Standard & Poor's Ratings Services;LSB Industries Inc.;2013;0.000202016576641;BBB
BB-;Moody's Investors Service;LSB Industries, Inc.;2013;0.000001660788381;BB
B-;Standard & Poor's Ratings Services;Lamar Advertising Co.;2013;0.000035460388666;BBB
B-;Standard & Poor's Ratings Services;Laredo Petroleum Inc.;2013;0.000000000038275;BBB
BBB-;Standard & Poor's Ratings Services;Las Vegas Sands LLC;2013;0.000013967137943;B
BB;Standard & Poor's Ratings Services;Lear Corp.;2013;0.000035120557891;BB
A-;Standard & Poor's Ratings Services;Leidos Holdings, Inc.;2013;0.000023532384894;B
BBB;Moody's Investors Service;Leidos Holdings, Inc.;2013;0.000000115061535;B
BBB;Standard & Poor's Ratings Services;Leidos Holdings, Inc.;2013;0.000088829048580;B
BB-;Moody's Investors Service;Lennar Corporation;2013;0.000005539848045;BB
BB+;Fitch Ratings;Lennar Corporation;2013;0.000005036102256;BB
BB-;Moody's Investors Service;Lions Gate Entertainment Corp.;2013;0.000000294540521;BB
BB-;Moody's Investors Service;Lions Gate Entertainment, Inc.;2013;0.000000430540497;BB
BB;Standard & Poor's Ratings Services;Louisiana-Pacific Corp.;2013;0.000103682260487;BB
BBB-;Standard & Poor's Ratings Services;LyondellBasell Industries N.V.;2013;0.000132319660127;B
BBB;Moody's Investors Service;LyondellBasell Industries N.V.;2013;0.000000150957811;B
BBB-;Standard & Poor's Ratings Services;LyondellBasell Industries N.V.;2013;0.000085070963515;B
BBB+;Moody's Investors Service;LyondellBasell Industries N.V.;2013;0.000000087658043;B
BB;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2013;0.000046836780074;BB
BB+;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2013;0.000045339598177;BB
BBB-;Moody's Investors Service;M.D.C. Holdings, Inc.;2013;0.000001868797016;B
BBB-;Fitch Ratings;M.D.C. Holdings, Inc.;2013;0.000001235347313;B
B;Egan-Jones Ratings Company;M/I HOMES, INC;2013;0.000129862965538;BBB
B+;Egan-Jones Ratings Company;M/I HOMES, INC;2013;0.000113312436868;BBB
B-;Moody's Investors Service;M/I Homes, Inc.;2013;0.000005250319446;C
CC;Standard & Poor's Ratings Services;M/I Homes, Inc.;2013;0.000423110071733;C
CC;Standard & Poor's Ratings Services;M/I Homes, Inc.;2013;0.000380304173378;CCC
B+;Moody's Investors Service;M/I Homes, Inc.;2013;0.000006525319751;BBB
BBB+;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2013;0.000054151859901;B
BBB+;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2013;0.000074349526487;B
BBB;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2013;0.000102610126070;AAA
BBB+;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2013;0.000075101062895;AAA
A;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2013;0.000065860036152;AAA
A;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2013;0.000081498873270;AAA
BB+;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2013;0.000024543892949;BB
BB+;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2013;0.000025091842753;BB
BBB;Egan-Jones Ratings Company;MASTEC, INC;2013;0.000018803010872;B
BBB+;Egan-Jones Ratings Company;MASTEC, INC;2013;0.000018598075776;B
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2013;0.000018706741211;AAA
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2013;0.000019215034429;AAA
A+;Egan-Jones Ratings Company;MCKESSON CORPORATION;2013;0.000108234757915;B
A;Egan-Jones Ratings Company;MCKESSON CORPORATION;2013;0.000108346423906;B
BBB+;Standard & Poor's Ratings Services;MDU Resources Group Inc.;2013;0.000124669536406;B
BBB+;Standard & Poor's Ratings Services;MDU Resources Group Inc.;2013;0.000087177587678;B
B;Egan-Jones Ratings Company;MERITOR, INC;2013;0.000000189037509;BBB
B+;Egan-Jones Ratings Company;MERITOR, INC;2013;0.000000240450826;BBB
B;Egan-Jones Ratings Company;MERITOR, INC;2013;0.000000283787548;BBB
B;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2013;0.000076813998677;BB
B;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2013;0.000090074138938;BB
B;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2013;0.000067227673531;BB
B+;Egan-Jones Ratings Company;MGM RESORTS INTERNATIONAL;2013;0.000065442172711;BB
B-;Moody's Investors Service;MGM Resorts International;2013;0.000002715994411;BBB
B+;Fitch Ratings;MGM Resorts International;2013;0.000007766011269;BBB
B;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2013;0.000137659279369;BB
BB-;Egan-Jones Ratings Company;MICRON TECHNOLOGY, INC;2013;0.000146128347933;BB
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2013;0.999137079356482;AA
AA;Egan-Jones Ratings Company;MICROSOFT CORPORATION;2013;0.999164178738174;AA
BBB;Egan-Jones Ratings Company;MOHAWK INDUSTRIES, INC.;2013;0.000004784862600;B
BBB;Egan-Jones Ratings Company;MOHAWK INDUSTRIES, INC.;2013;0.000003803851170;B
BBB;Egan-Jones Ratings Company;MONDELEZ INTERNATIONAL, INC;2013;0.000001748974757;B
A+;Egan-Jones Ratings Company;MOSAIC COMPANY;2013;0.000026391109039;AAA
A+;Egan-Jones Ratings Company;MOSAIC COMPANY;2013;0.000035553576461;AAA
A+;Egan-Jones Ratings Company;MOSAIC COMPANY;2013;0.000031043288390;AAA
A+;Egan-Jones Ratings Company;MOSAIC COMPANY;2013;0.000032773000817;AAA
A;Egan-Jones Ratings Company;MOSAIC COMPANY;2013;0.000027474941080;AAA
A-;Egan-Jones Ratings Company;MOTOROLA SOLUTIONS, INC;2013;0.000125344124826;AAA
A-;Egan-Jones Ratings Company;MOTOROLA SOLUTIONS, INC;2013;0.000117178761979;AAA
BB-;Standard & Poor's Ratings Services;MRC Global (US) Inc.;2013;0.000038862371181;BBB
BB+;Moody's Investors Service;MSCI Inc.;2013;0.000000380868632;BB
A-;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2013;0.000188222370471;AAA
A-;Egan-Jones Ratings Company;MURPHY OIL CORPORATION;2013;0.000189089609931;AAA
AAA;Standard & Poor's Ratings Services;Madison Gas & Electric Co.;2013;0.000083258282418;A
BBB+;Standard & Poor's Ratings Services;Magellan Midstream Partners LP;2013;0.000123433439269;B
BBB;Moody's Investors Service;Magellan Midstream Partners, L.P.;2013;0.000000100231329;B
BBB-;Standard & Poor's Ratings Services;ManpowerGroup Inc.;2013;0.000074922909777;B
BBB+;Moody's Investors Service;Marathon Oil Corporation;2013;0.000000527041106;B
B-;Moody's Investors Service;Martin Midstream Partners L.P.;2013;0.000000096974221;BBB
BB-;Standard & Poor's Ratings Services;MasTec Inc.;2013;0.000078525074201;BB
BB-;Moody's Investors Service;MasTec, Inc.;2013;0.000001219089469;BB
BB-;Moody's Investors Service;MasTec, Inc.;2013;0.000001057821001;BB
A-;Standard & Poor's Ratings Services;McCormick & Co. Inc.;2013;0.000059059076057;AAA
A;Moody's Investors Service;McCormick & Company, Incorporated;2013;0.000000337685257;AAA
BBB;Moody's Investors Service;McKesson Corporation;2013;0.000000407337961;B
B;Standard & Poor's Ratings Services;Mercer International Inc.;2013;0.000035909745731;BBB
A+;Moody's Investors Service;Merck Sharp & Dohme Corp.;2013;0.589013113746524;AA
B+;Moody's Investors Service;Meritage Homes Corporation;2013;0.000000414561888;BBB
BB-;Fitch Ratings;Meritage Homes Corporation;2013;0.000000738153053;BB
B-;Standard & Poor's Ratings Services;Meritage Homes Corporation;2013;0.000055414771551;BBB
B+;Standard & Poor's Ratings Services;Meritage Homes Corporation;2013;0.000080941213804;BBB
B+;Moody's Investors Service;Meritage Homes Corporation;2013;0.000000330818507;BBB
BB-;Fitch Ratings;Meritage Homes Corporation;2013;0.000000619851939;BB
B-;Standard & Poor's Ratings Services;Meritor Inc.;2013;0.000000072122587;BBB
B-;Standard & Poor's Ratings Services;Meritor Inc.;2013;0.000000078073147;BBB
BBB-;Standard & Poor's Ratings Services;Methanex Corp.;2013;0.000023883479377;B
BBB-;Moody's Investors Service;Methanex Corporation;2013;0.000000265438201;B
B+;Standard & Poor's Ratings Services;Michael Baker International LLC;2013;0.000036568359626;BBB
B;Moody's Investors Service;Michael Baker International, LLC;2013;0.000000461785381;BBB
BB-;Standard & Poor's Ratings Services;Micron Technology Inc.;2013;0.000315683963802;BB
BB-;Standard & Poor's Ratings Services;Micron Technology Inc.;2013;0.000215024760066;BB
AAA;Standard & Poor's Ratings Services;Microsoft Corp.;2013;0.000213678582755;A
AAA;Standard & Poor's Ratings Services;Microsoft Corp.;2013;0.000310349841597;A
AAA;Standard & Poor's Ratings Services;Microsoft Corp.;2013;0.000258530502115;A
AAA;Standard & Poor's Ratings Services;Microsoft Corp.;2013;0.000400383932874;A
AAA;Moody's Investors Service;Microsoft Corporation;2013;0.155097827135305;A
AA+;Fitch Ratings;Microsoft Corporation;2013;0.918410658507555;AA
AAA;Moody's Investors Service;Microsoft Corporation;2013;0.158592604245709;A
BB+;Fitch Ratings;Millicom International Cellular S.A.;2013;0.000000170580545;BB
BB+;Fitch Ratings;Millicom International Cellular S.A.;2013;0.000000158735840;BB
BBB;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2013;0.000084273933417;B
A;Standard & Poor's Ratings Services;Mondelez International, Inc.;2013;0.000067514805465;B
BBB-;Standard & Poor's Ratings Services;Mondelez International, Inc.;2013;0.000046409721938;B
BBB;Fitch Ratings;Mondelez International, Inc.;2013;0.000000041683741;B
B;Moody's Investors Service;MoneyGram International, Inc.;2013;0.000000053875093;BBB
BBB+;Standard & Poor's Ratings Services;Moody's Corporation;2013;0.000003967809922;B
BBB+;Standard & Poor's Ratings Services;Moody's Corporation;2013;0.000002647245620;B
BBB;Standard & Poor's Ratings Services;Mosaic Co. (The);2013;0.000103742788191;B
BBB;Standard & Poor's Ratings Services;Mosaic Co. (The);2013;0.000061435501655;B
BBB+;Moody's Investors Service;Mosaic Company (The);2013;0.000000444031089;B
BBB;Moody's Investors Service;Motorola Solutions, Inc.;2013;0.000000585474237;B
BB-;Standard & Poor's Ratings Services;Mueller Water Products Inc.;2013;0.000200861297564;C
B+;Moody's Investors Service;Mueller Water Products, Inc.;2013;0.000001447348159;BBB
BBB+;DBRS;Murphy Oil Company Ltd.;2013;0.000127039230471;B
BB-;Moody's Investors Service;Murphy Oil USA Inc.;2013;0.000001082192666;BB
BBB-;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2013;0.000000000000017;B
BBB;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2013;0.000000000000011;B
BB+;Egan-Jones Ratings Company;NASDAQ, INC;2013;0.000029321843149;BB
BBB-;Egan-Jones Ratings Company;NASDAQ, INC;2013;0.000005229771249;B
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2013;0.000073668317913;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2013;0.000234615196443;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2013;0.000238163969719;AAA
BB;Standard & Poor's Ratings Services;NCR Corp.;2013;0.000049229409489;BB
BB;Standard & Poor's Ratings Services;NCR Corp.;2013;0.000045930707569;BB
BB;Standard & Poor's Ratings Services;NCR Corp.;2013;0.000042282273683;BB
CCC+;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2013;0.000000103024475;C
CCC+;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2013;0.000000088899641;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2013;0.000000093340233;BBB
A-;Egan-Jones Ratings Company;NEWELL BRANDS INC;2013;0.000020332922692;AAA
A-;Egan-Jones Ratings Company;NEWELL BRANDS INC;2013;0.000016583783130;AAA
A-;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2013;0.071919244738905;AAA
B;Moody's Investors Service;NGL Energy Partners LP;2013;0.000000359012555;BBB
BB-;Standard & Poor's Ratings Services;NGL Energy Partners LP;2013;0.000076825746297;BBB
BB-;Fitch Ratings;NGL Energy Partners LP;2013;0.000000740548126;BB
A+;Standard & Poor's Ratings Services;NIKE Inc.;2013;0.599976819195196;AA
A+;Standard & Poor's Ratings Services;NIKE Inc.;2013;0.615544604240367;AA
AA-;Standard & Poor's Ratings Services;NIKE Inc.;2013;0.675028718748153;AA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2013;0.000044313142630;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2013;0.000041392198767;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2013;0.000038150880853;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2013;0.000013993560451;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2013;0.000014569659500;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2013;0.000012461102627;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2013;0.000015903359637;AAA
AA-;Egan-Jones Ratings Company;NOVARTIS AG;2013;0.999394106204935;AA
AA-;Egan-Jones Ratings Company;NOVARTIS AG;2013;0.999220291069123;AA
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2013;0.000003929667698;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2013;0.000002946476895;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2013;0.000004020028548;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2013;0.000002980159534;BBB
BB+;Egan-Jones Ratings Company;NUCOR CORPORATION;2013;0.000121430694698;BB
BB+;Egan-Jones Ratings Company;NUCOR CORPORATION;2013;0.000110912678214;BB
BB+;Standard & Poor's Ratings Services;NVIDIA Corp.;2013;0.000050173939625;BB
A;Standard & Poor's Ratings Services;Nabors Industries Inc.;2013;0.000000000000045;B
BBB;Moody's Investors Service;Nabors Industries Inc.;2013;0.000000000000000;B
BBB;Standard & Poor's Ratings Services;Nabors Industries Inc.;2013;0.000000000000041;B
BBB-;Fitch Ratings;Nabors Industries, Inc.;2013;0.000000000000000;B
BBB;Fitch Ratings;Nabors Industries, Inc.;2013;0.000000000000000;B
BBB;Standard & Poor's Ratings Services;National Fuel Gas Co.;2013;0.142212649558504;B
BBB;Standard & Poor's Ratings Services;National Fuel Gas Co.;2013;0.144486040026028;B
BBB;Standard & Poor's Ratings Services;National Fuel Gas Co.;2013;0.119011784293955;B
A;Standard & Poor's Ratings Services;National Fuel Gas Co.;2013;0.133444842557859;B
A;Standard & Poor's Ratings Services;National Fuel Gas Co.;2013;0.146957698387436;B
A-;Standard & Poor's Ratings Services;National Grid Gas PLC;2013;0.000016712732712;AAA
A-;Moody's Investors Service;National Grid Gas Plc;2013;0.000000624457766;AAA
A;Fitch Ratings;National Grid Gas plc;2013;0.000000253278894;AAA
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2013;0.000375868455809;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2013;0.000000418963451;B
BBB+;Standard & Poor's Ratings Services;NetApp Inc.;2013;0.000060512301050;B
BB-;Standard & Poor's Ratings Services;Netflix Inc;2013;0.000056900729971;BBB
BB-;Standard & Poor's Ratings Services;Netflix Inc;2013;0.000031765803885;BBB
BB-;Standard & Poor's Ratings Services;New York Times Co. (The);2013;0.000223687727041;BB
BB+;Standard & Poor's Ratings Services;NewMarket Corporation;2013;0.000063138131286;BB
BB+;Standard & Poor's Ratings Services;NewMarket Corporation;2013;0.000061761178075;BB
BBB;Standard & Poor's Ratings Services;Newell Brands Inc.;2013;0.000061136366439;B
BBB;Standard & Poor's Ratings Services;NextEra Energy Inc.;2013;0.000265246491614;B
B+;Standard & Poor's Ratings Services;Nokia Corp.;2013;0.000171052747881;BB
A-;Fitch Ratings;Nordstrom, Inc.;2013;0.000002922082852;B
BBB+;Standard & Poor's Ratings Services;Norfolk Southern Corp.;2013;0.000137522958072;B
BBB;Moody's Investors Service;Northrop Grumman Corporation;2013;0.000000316360760;B
BBB+;Fitch Ratings;Northrop Grumman Corporation;2013;0.000000209117214;B
AA-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2013;0.493452723968946;AAA
AA-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2013;0.527262855172104;AA
AA-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2013;0.506870453111100;AA
AA-;Moody's Investors Service;Novartis AG;2013;0.998847596637856;AA
A-;Standard & Poor's Ratings Services;Nucor Corp.;2013;0.461476623684642;AAA
BBB+;Moody's Investors Service;Nucor Corporation;2013;0.000019948382037;AAA
BBB-;Moody's Investors Service;O'Reilly Automotive Inc;2013;0.000005724253026;B
BBB;Moody's Investors Service;O'Reilly Automotive Inc;2013;0.000004676495887;B
BBB;Standard & Poor's Ratings Services;O'Reilly Automotive Inc.;2013;0.000195851179141;B
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2013;0.000142058925267;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2013;0.000163850250259;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2013;0.000173449425351;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2013;0.000172552833397;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2013;0.000127335322014;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2013;0.000008604526697;AAA
